target,year,mes,dia,franja_horaria,temperatura,humedad,viento_vel_m_s,viento_dir,presion,precipitacion,nubosidad
0,2025,5,3,Madrugada,18.0,93.88,0.0,0.0,1019.0,0.0,27.4
0,2025,5,3,Madrugada,17.0,93.84,2.11,180.0,1019.0,0.0,0.0
0,2025,5,3,Madrugada,17.0,93.84,0.0,0.0,1018.0,0.0,27.4
0,2025,5,3,Madrugada,17.0,93.84,2.11,160.0,1019.0,0.0,0.0
0,2025,5,3,Madrugada,17.0,93.84,2.11,140.0,1019.0,0.0,50.0
0,2025,5,3,Morning,17.0,93.84,2.11,160.0,1020.0,0.0,89.0
0,2025,5,3,Morning,18.0,93.88,2.11,140.0,1020.0,0.0,27.4
0,2025,5,3,Morning,20.0,82.87,3.11,180.0,1021.0,0.0,89.0
0,2025,5,3,Morning,22.0,73.29,6.19,190.0,1021.0,0.0,27.4
0,2025,5,3,Morning,25.0,57.39,5.11,210.0,1020.0,0.0,27.4
0,2025,5,3,Morning,25.0,53.83,7.19,180.0,1020.0,0.0,27.4
0,2025,5,3,Tarde,27.0,47.82,7.19,180.0,1019.0,0.0,27.4
0,2025,5,3,Tarde,27.0,54.33,7.19,180.0,1019.0,0.0,27.4
0,2025,5,3,Tarde,26.0,57.63,8.19,230.0,1018.0,0.0,27.4
0,2025,5,3,Tarde,26.0,57.63,7.19,220.0,1017.0,0.0,27.4
1,2025,5,3,Tarde,24.0,69.16,8.19,180.0,1017.0,0.4,27.4
0,2025,5,3,Tarde,24.0,69.16,7.19,200.0,1017.0,0.0,89.0
0,2025,5,3,Noche,22.0,73.29,7.19,180.0,1018.0,0.0,89.0
0,2025,5,3,Noche,21.0,77.91,7.19,180.0,1019.0,0.0,89.0
0,2025,5,3,Noche,21.0,82.99,4.11,180.0,1020.0,0.0,88.0
0,2025,5,3,Noche,20.0,93.97,5.11,200.0,1020.0,0.0,89.0
0,2025,5,3,Noche,20.0,93.97,3.11,180.0,1021.0,0.0,89.0
0,2025,5,3,Noche,20.0,93.97,3.11,180.0,1021.0,0.0,100.0
0,2025,5,4,Madrugada,19.0,93.93,4.11,180.0,1021.0,0.0,100.0
0,2025,5,4,Madrugada,19.0,93.93,4.11,180.0,1020.0,0.0,89.0
0,2025,5,4,Madrugada,19.0,93.93,3.11,200.0,1020.0,0.0,100.0
0,2025,5,4,Madrugada,19.0,88.19,3.11,180.0,1019.0,0.0,89.0
0,2025,5,4,Madrugada,19.0,88.19,3.11,180.0,1018.0,0.0,50.0
0,2025,5,4,Madrugada,19.0,88.19,2.11,180.0,1018.0,0.0,27.4
0,2025,5,4,Morning,18.0,93.88,2.11,180.0,1019.0,0.0,50.0
0,2025,5,4,Morning,19.0,88.19,0.0,0.0,1020.0,0.0,50.0
0,2025,5,4,Morning,21.0,77.91,0.0,0.0,1020.0,0.0,50.0
0,2025,5,4,Morning,23.0,68.97,0.0,0.0,1020.0,0.0,89.0
0,2025,5,4,Morning,29.3,42.08,1.5,65.2,1013.0,0.0,13.4
0,2025,5,4,Morning,26.0,57.63,3.11,200.0,1020.0,0.0,50.0
0,2025,5,4,Tarde,26.0,57.63,5.11,150.0,1019.0,0.0,89.0
0,2025,5,4,Tarde,27.0,57.87,5.11,180.0,1018.0,0.0,50.0
0,2025,5,4,Tarde,28.0,54.58,5.11,180.0,1017.0,0.0,50.0
0,2025,5,4,Tarde,28.0,58.11,6.19,180.0,1016.0,0.0,50.0
0,2025,5,4,Tarde,27.0,61.61,6.19,150.0,1016.0,0.0,50.0
0,2025,5,4,Tarde,25.0,69.36,6.19,180.0,1017.0,0.0,89.0
0,2025,5,4,Noche,24.0,73.63,4.11,170.0,1017.0,0.0,50.0
0,2025,5,4,Noche,22.0,78.06,5.11,180.0,1018.0,0.0,89.0
0,2025,5,4,Noche,22.0,83.11,3.11,180.0,1019.0,0.0,50.0
0,2025,5,4,Noche,22.0,83.11,2.11,160.0,1019.0,0.0,89.0
0,2025,5,4,Noche,21.0,88.35,2.11,200.0,1020.0,0.0,89.0
0,2025,5,4,Noche,21.0,94.02,2.11,200.0,1020.0,0.0,100.0
0,2025,5,5,Madrugada,21.0,94.02,1.5,340.0,1020.0,0.0,89.0
0,2025,5,5,Madrugada,20.0,88.27,4.11,40.0,1019.0,0.0,50.0
0,2025,5,5,Madrugada,20.0,88.27,2.11,30.0,1019.0,0.0,89.0
0,2025,5,5,Madrugada,20.0,93.97,0.0,0.0,1019.0,0.0,89.0
0,2025,5,5,Madrugada,20.0,93.97,0.0,0.0,1018.0,0.0,100.0
0,2025,5,5,Madrugada,20.0,88.27,2.11,350.0,1019.0,0.0,89.0
0,2025,5,5,Morning,20.0,88.27,3.11,350.0,1019.0,0.0,89.0
0,2025,5,5,Morning,21.0,82.99,2.11,10.0,1020.0,0.0,89.0
0,2025,5,5,Morning,21.0,77.91,2.11,30.0,1021.0,0.0,89.0
0,2025,5,5,Morning,24.0,69.16,1.5,82.4,1021.0,0.0,89.0
0,2025,5,5,Morning,24.0,69.16,2.11,200.0,1021.0,0.0,89.0
0,2025,5,5,Morning,26.0,57.63,4.11,180.0,1021.0,0.0,50.0
0,2025,5,5,Tarde,27.0,50.99,3.11,200.0,1020.0,0.0,50.0
0,2025,5,5,Tarde,28.0,48.09,4.11,270.0,1001.0,0.0,50.0
0,2025,5,5,Tarde,28.0,48.09,5.11,180.0,1018.0,0.0,89.0
0,2025,5,5,Tarde,27.0,57.87,6.19,150.0,1017.0,0.0,89.0
0,2025,5,5,Tarde,26.0,65.36,7.19,150.0,1017.0,0.0,50.0
1,2025,5,5,Tarde,24.0,73.63,6.19,140.0,1017.0,0.1,69.8
0,2025,5,5,Noche,23.0,78.21,4.11,140.0,1018.0,0.0,50.0
0,2025,5,5,Noche,23.0,78.21,5.11,180.0,1019.0,0.0,89.0
0,2025,5,5,Noche,22.0,83.11,3.11,200.0,1020.0,0.0,89.0
0,2025,5,5,Noche,22.0,83.11,3.11,200.0,1021.0,0.0,89.0
0,2025,5,5,Noche,21.0,88.35,3.11,190.0,1021.0,0.0,89.0
0,2025,5,5,Noche,21.0,88.35,3.11,200.0,1021.0,0.0,89.0
0,2025,5,6,Madrugada,21.0,88.35,3.11,180.0,1021.0,0.0,89.0
0,2025,5,6,Madrugada,20.0,93.97,3.11,180.0,1020.0,0.0,88.0
0,2025,5,6,Madrugada,20.0,88.27,2.11,180.0,1020.0,0.0,89.0
0,2025,5,6,Madrugada,20.0,88.27,3.11,140.0,1020.0,0.0,89.0
0,2025,5,6,Madrugada,19.0,88.19,0.0,0.0,1020.0,0.0,0.0
0,2025,5,6,Madrugada,18.0,88.1,0.0,0.0,1020.0,0.0,0.0
0,2025,5,6,Morning,19.0,88.19,0.0,0.0,1020.0,0.0,50.0
0,2025,5,6,Morning,20.0,82.87,0.0,0.0,1021.0,0.0,0.0
0,2025,5,6,Morning,22.0,78.06,3.11,160.0,1021.0,0.0,27.4
0,2025,5,6,Morning,24.0,64.93,5.11,160.0,1022.0,0.0,27.4
0,2025,5,6,Morning,26.0,54.08,5.11,140.0,1022.0,0.0,50.0
0,2025,5,6,Morning,26.0,50.73,6.19,180.0,1021.0,0.0,50.0
0,2025,5,6,Tarde,27.0,50.99,6.19,180.0,1021.0,0.0,50.0
0,2025,5,6,Tarde,27.0,54.33,6.19,200.0,1020.0,0.0,50.0
0,2025,5,6,Tarde,28.0,51.25,6.19,180.0,1019.0,0.0,50.0
0,2025,5,6,Tarde,27.0,57.87,7.19,200.0,1018.0,0.0,50.0
1,2025,5,6,Tarde,26.0,57.63,6.19,180.0,1018.0,0.3,27.4
0,2025,5,6,Tarde,25.0,61.16,6.19,180.0,1018.0,0.0,27.4
0,2025,5,6,Noche,23.0,78.21,7.19,180.0,1019.0,0.0,89.0
0,2025,5,6,Noche,21.0,82.99,5.11,160.0,1019.0,0.0,50.0
0,2025,5,6,Noche,21.0,82.99,5.11,160.0,1020.0,0.0,27.4
0,2025,5,6,Noche,20.0,88.27,4.11,140.0,1020.0,0.0,27.4
0,2025,5,6,Noche,20.0,88.27,4.11,140.0,1021.0,0.0,27.4
0,2025,5,6,Noche,20.0,88.27,3.11,140.0,1021.0,0.0,89.0
0,2025,5,7,Madrugada,20.0,88.27,3.11,140.0,1020.0,0.0,89.0
0,2025,5,7,Madrugada,20.0,88.27,3.11,130.0,1020.0,0.0,89.0
0,2025,5,7,Madrugada,19.0,88.19,3.11,150.0,1019.0,0.0,27.4
0,2025,5,7,Madrugada,19.0,88.19,3.11,180.0,1019.0,0.0,27.4
0,2025,5,7,Madrugada,19.0,88.19,3.11,180.0,1019.0,0.0,27.4
0,2025,5,7,Madrugada,18.0,93.88,2.11,180.0,1019.0,0.0,27.4
0,2025,5,7,Morning,18.0,93.88,3.11,180.0,1020.0,0.0,89.0
0,2025,5,7,Morning,20.0,88.27,4.11,180.0,1020.0,0.0,89.0
0,2025,5,7,Morning,22.0,73.29,3.11,180.0,1021.0,0.0,50.0
0,2025,5,7,Morning,23.0,68.97,3.11,180.0,1021.0,0.0,27.4
0,2025,5,7,Morning,25.0,57.39,2.11,180.0,1021.0,0.0,27.4
0,2025,5,7,Morning,26.0,54.08,4.11,150.0,1021.0,0.0,27.4
0,2025,5,7,Tarde,26.0,54.08,7.19,160.0,1020.0,0.0,50.0
0,2025,5,7,Tarde,26.0,54.08,7.19,160.0,1019.0,0.0,50.0
0,2025,5,7,Tarde,27.0,54.33,7.19,180.0,1019.0,0.0,27.4
0,2025,5,7,Tarde,27.0,57.87,8.19,180.0,1018.0,0.0,27.4
0,2025,5,7,Tarde,26.0,61.39,6.19,180.0,1018.0,0.0,50.0
0,2025,5,7,Tarde,24.0,69.16,7.19,180.0,1018.0,0.0,27.4
0,2025,5,7,Noche,23.0,73.46,8.19,180.0,1019.0,0.0,50.0
0,2025,5,7,Noche,21.0,82.99,6.19,200.0,1019.0,0.0,50.0
0,2025,5,7,Noche,21.0,82.99,5.11,180.0,1020.0,0.0,50.0
0,2025,5,7,Noche,21.0,82.99,5.11,180.0,1021.0,0.0,100.0
0,2025,5,7,Noche,20.0,88.27,5.11,200.0,1022.0,0.0,100.0
0,2025,5,7,Noche,20.0,82.87,4.11,310.0,1021.0,0.0,89.0
0,2025,5,8,Madrugada,20.0,88.27,3.11,180.0,1021.0,0.0,0.0
0,2025,5,8,Madrugada,19.0,88.19,0.0,0.0,1020.0,0.0,27.4
0,2025,5,8,Madrugada,19.0,88.19,0.0,0.0,1020.0,0.0,50.0
0,2025,5,8,Madrugada,19.0,88.19,0.0,0.0,1020.0,0.0,89.0
0,2025,5,8,Madrugada,18.0,93.88,0.0,0.0,1020.0,0.0,91.4
0,2025,5,8,Madrugada,19.0,88.19,2.11,30.0,1020.0,0.0,93.1
0,2025,5,8,Morning,19.0,88.19,3.11,30.0,1021.0,0.0,50.0
0,2025,5,8,Morning,20.0,88.27,3.11,30.0,1022.0,0.0,89.0
0,2025,5,8,Morning,22.0,78.06,4.11,10.0,1022.0,0.0,50.0
0,2025,5,8,Morning,23.0,73.46,5.11,360.0,1022.0,0.0,50.0
0,2025,5,8,Morning,25.0,61.16,3.11,10.0,1022.0,0.0,50.0
0,2025,5,8,Morning,27.0,50.99,3.11,30.0,1021.0,0.0,50.0
0,2025,5,8,Tarde,28.0,45.1,1.5,59.2,1020.0,0.0,50.0
0,2025,5,8,Tarde,29.0,48.35,5.11,180.0,1019.0,0.0,50.0
0,2025,5,8,Tarde,28.0,51.25,7.19,140.0,1018.0,0.0,89.0
0,2025,5,8,Tarde,27.0,57.87,7.19,160.0,1017.0,0.0,50.0
0,2025,5,8,Tarde,26.0,65.36,6.19,200.0,1017.0,0.0,27.4
0,2025,5,8,Tarde,25.0,65.15,7.19,200.0,1017.0,0.0,27.4
0,2025,5,8,Noche,24.0,73.63,6.19,200.0,1018.0,0.0,27.4
0,2025,5,8,Noche,22.0,83.11,6.19,200.0,1019.0,0.0,27.4
0,2025,5,8,Noche,22.0,83.11,3.11,200.0,1020.0,0.0,50.0
0,2025,5,8,Noche,21.0,88.35,3.11,200.0,1020.0,0.0,50.0
0,2025,5,8,Noche,21.0,88.35,3.11,160.0,1021.0,0.0,50.0
0,2025,5,8,Noche,21.0,88.35,2.11,140.0,1021.0,0.0,89.0
0,2025,5,9,Madrugada,21.0,88.35,2.11,150.0,1020.0,0.0,89.0
0,2025,5,9,Madrugada,20.0,93.97,0.0,0.0,1020.0,0.0,100.0
0,2025,5,9,Madrugada,20.0,93.97,0.0,0.0,1019.0,0.0,100.0
0,2025,5,9,Madrugada,20.0,88.27,2.11,360.0,1019.0,0.0,100.0
0,2025,5,9,Madrugada,20.0,88.27,3.11,350.0,1018.0,0.0,100.0
0,2025,5,9,Madrugada,20.0,88.27,3.11,30.0,1019.0,0.0,100.0
0,2025,5,9,Morning,20.0,93.97,0.0,0.0,1019.0,0.0,88.0
0,2025,5,9,Morning,20.0,88.27,1.5,180.1,1020.0,0.0,89.0
0,2025,5,9,Morning,21.0,88.35,2.11,230.0,1020.0,0.0,50.0
0,2025,5,9,Morning,22.0,83.11,3.11,210.0,1020.0,0.0,50.0
0,2025,5,9,Morning,22.0,78.06,2.11,190.0,1021.0,0.0,100.0
0,2025,5,9,Morning,23.0,73.46,2.11,160.0,1020.0,0.0,50.0
1,2025,5,9,Tarde,21.0,88.35,6.19,140.0,1020.0,0.1,100.0
1,2025,5,9,Tarde,21.0,88.35,5.11,150.0,1019.0,0.2,100.0
1,2025,5,9,Tarde,21.0,88.35,6.19,180.0,1013.8,0.1,89.0
1,2025,5,9,Tarde,23.0,73.46,7.19,150.0,1018.0,0.1,50.0
1,2025,5,9,Tarde,24.0,69.16,6.19,180.0,1018.0,0.2,50.0
1,2025,5,9,Tarde,23.0,73.46,5.11,120.0,1018.0,2.3,100.0
1,2025,5,9,Noche,22.0,78.06,5.11,140.0,1018.0,2.7,100.0
1,2025,5,9,Noche,21.0,82.99,3.11,180.0,1019.0,1.2,89.0
1,2025,5,9,Noche,21.0,82.99,3.11,160.0,1020.0,0.1,89.0
0,2025,5,9,Noche,21.0,82.99,2.11,320.0,1020.0,0.0,89.0
1,2025,5,9,Noche,18.0,93.88,5.11,360.0,1021.0,0.3,100.0
1,2025,5,9,Noche,18.0,93.88,2.11,60.0,1021.0,0.6,98.0
1,2025,5,10,Madrugada,19.0,93.93,0.0,0.0,1020.0,0.6,100.0
0,2025,5,10,Madrugada,19.0,93.93,3.11,20.0,1020.0,0.0,100.0
1,2025,5,10,Madrugada,19.0,93.93,4.11,10.0,1020.0,0.1,89.0
0,2025,5,10,Madrugada,19.0,88.19,4.11,30.0,1020.0,0.0,89.0
0,2025,5,10,Madrugada,18.0,93.88,4.11,360.0,1019.0,0.0,89.0
0,2025,5,10,Madrugada,18.0,93.88,6.19,20.0,1020.0,0.0,89.0
0,2025,5,10,Morning,18.0,93.88,5.11,20.0,1020.0,0.0,89.0
0,2025,5,10,Morning,19.0,88.19,4.11,20.0,1020.0,0.0,89.0
0,2025,5,10,Morning,20.0,82.87,4.11,50.0,1021.0,0.0,16.5
0,2025,5,10,Morning,22.0,68.77,2.11,40.0,1021.0,0.0,89.0
1,2025,5,10,Morning,24.0,57.15,6.19,20.0,1021.0,0.1,89.0
0,2025,5,10,Morning,25.0,53.83,8.19,20.0,1020.0,0.0,89.0
0,2025,5,10,Tarde,26.0,54.08,4.11,360.0,1020.0,0.0,89.0
0,2025,5,10,Tarde,27.0,47.82,7.19,360.0,1019.0,0.0,50.0
1,2025,5,10,Tarde,28.0,45.1,4.11,360.0,1018.0,0.1,50.0
0,2025,5,10,Tarde,27.0,50.99,4.11,30.0,1017.0,0.0,89.0
0,2025,5,10,Tarde,24.0,64.93,5.11,160.0,1018.0,0.0,89.0
1,2025,5,10,Tarde,23.0,68.97,4.11,180.0,1018.0,0.1,89.0
1,2025,5,10,Noche,22.0,78.06,3.11,180.0,1019.0,0.1,89.0
1,2025,5,10,Noche,21.0,82.99,0.0,0.0,1020.0,0.1,100.0
1,2025,5,10,Noche,21.0,88.35,0.0,0.0,1021.0,0.1,89.0
1,2025,5,10,Noche,20.0,82.87,0.0,0.0,1022.0,0.1,89.0
0,2025,5,10,Noche,20.0,88.27,0.0,0.0,1022.0,0.0,89.0
0,2025,5,10,Noche,20.0,77.77,0.0,0.0,1023.0,0.0,89.0
1,2025,5,11,Madrugada,20.0,82.87,5.11,360.0,1022.0,0.0,89.0
0,2025,5,11,Madrugada,20.0,82.87,4.11,360.0,1021.0,0.0,88.0
1,2025,5,11,Madrugada,19.0,88.19,4.11,20.0,1021.0,0.2,100.0
1,2025,5,11,Madrugada,20.0,82.87,5.11,10.0,1020.0,0.4,89.0
1,2025,5,11,Madrugada,19.0,88.19,6.19,20.0,1021.0,0.4,89.0
1,2025,5,11,Madrugada,19.0,82.75,7.19,20.0,1021.0,0.6,27.4
1,2025,5,11,Morning,18.0,88.1,7.19,10.0,1021.0,0.7,89.0
1,2025,5,11,Morning,19.0,77.62,7.19,20.0,1022.0,0.9,89.0
1,2025,5,11,Morning,20.0,72.94,8.19,30.0,1023.0,1.3,89.0
1,2025,5,11,Morning,22.0,73.29,9.31,360.0,1023.0,1.4,89.0
1,2025,5,11,Morning,24.0,57.15,10.31,360.0,1023.0,1.0,89.0
1,2025,5,11,Morning,24.0,57.15,11.31,360.0,1023.0,0.6,89.0
1,2025,5,11,Tarde,24.0,57.15,12.39,360.0,1023.0,0.2,89.0
0,2025,5,11,Tarde,24.0,57.15,11.31,30.0,1022.0,0.0,89.0
0,2025,5,11,Tarde,25.0,53.83,10.31,360.0,1022.0,0.0,89.0
0,2025,5,11,Tarde,25.0,53.83,12.39,30.0,1021.0,0.0,89.0
0,2025,5,11,Tarde,24.0,57.15,10.31,20.0,1020.0,0.0,89.0
0,2025,5,11,Tarde,23.0,60.7,8.19,20.0,1021.0,0.0,50.0
0,2025,5,11,Noche,22.0,64.5,7.19,360.0,1022.0,0.0,89.0
0,2025,5,11,Noche,20.0,68.38,10.31,20.0,1023.0,0.0,89.0
0,2025,5,11,Noche,19.0,72.76,9.31,10.0,1023.0,0.0,50.0
0,2025,5,11,Noche,19.0,72.76,8.19,20.0,1024.0,0.0,50.0
0,2025,5,11,Noche,19.0,72.76,9.31,30.0,1025.0,0.0,89.0
0,2025,5,11,Noche,18.0,77.46,10.31,30.0,1024.0,0.0,27.4
0,2025,5,12,Madrugada,18.0,77.46,9.31,360.0,1024.0,0.0,89.0
0,2025,5,12,Madrugada,17.0,82.51,9.31,360.0,1024.0,0.0,88.8
0,2025,5,12,Madrugada,17.0,82.51,9.31,360.0,1023.0,0.0,92.3
0,2025,5,12,Madrugada,17.0,82.51,7.19,20.0,1022.0,0.0,93.8
0,2025,5,12,Madrugada,17.0,82.51,5.11,30.0,1022.0,0.0,94.2
0,2025,5,12,Madrugada,16.0,87.93,6.19,20.0,1022.0,0.0,86.9
0,2025,5,12,Morning,17.0,82.51,7.19,20.0,1023.0,0.0,27.4
0,2025,5,12,Morning,17.0,82.51,7.19,20.0,1024.0,0.0,50.0
0,2025,5,12,Morning,20.0,68.38,7.19,360.0,1024.0,0.0,27.4
0,2025,5,12,Morning,22.0,60.47,7.19,20.0,1024.0,0.0,27.4
0,2025,5,12,Morning,24.0,53.58,9.31,10.0,1024.0,0.0,27.4
0,2025,5,12,Morning,24.0,57.15,8.19,20.0,1023.0,0.0,27.4
0,2025,5,12,Tarde,29.1,39.4,3.61,39.8,1016.0,0.0,91.5
0,2025,5,12,Tarde,27.0,47.82,8.19,10.0,1022.0,0.0,27.4
0,2025,5,12,Tarde,26.0,54.08,7.19,40.0,1021.0,0.0,27.4
1,2025,5,12,Tarde,26.0,50.73,8.19,30.0,1021.0,0.6,50.0
1,2025,5,12,Tarde,25.0,53.83,8.19,10.0,1020.0,0.2,50.0
1,2025,5,12,Tarde,24.0,60.93,8.19,20.0,1021.0,0.1,50.0
0,2025,5,12,Noche,23.0,60.7,8.19,20.0,1021.0,0.0,89.0
1,2025,5,12,Noche,22.0,68.77,6.19,20.0,1022.0,0.1,50.0
1,2025,5,12,Noche,21.0,68.58,6.19,20.0,1022.0,0.1,27.4
1,2025,5,12,Noche,21.0,73.11,6.19,20.0,1023.0,0.0,27.4
0,2025,5,12,Noche,20.0,72.94,6.19,10.0,1024.0,0.0,47.4
0,2025,5,12,Noche,19.0,77.62,6.19,360.0,1024.0,0.0,55.7
0,2025,5,13,Madrugada,18.0,82.63,5.11,360.0,1023.0,0.0,42.5
0,2025,5,13,Madrugada,18.0,82.63,6.19,20.0,1022.0,0.0,45.4
0,2025,5,13,Madrugada,18.0,82.63,5.11,30.0,1022.0,0.0,49.3
0,2025,5,13,Madrugada,18.0,82.63,4.11,30.0,1021.0,0.0,63.0
0,2025,5,13,Madrugada,17.0,88.01,3.11,30.0,1021.0,0.0,56.2
0,2025,5,13,Madrugada,18.0,82.63,3.11,30.0,1021.0,0.0,3.2
0,2025,5,13,Morning,18.0,82.63,2.11,30.0,1021.0,0.0,3.4
0,2025,5,13,Morning,20.0,72.94,3.11,30.0,1022.0,0.0,15.3
0,2025,5,13,Morning,22.0,60.47,4.11,40.0,1022.0,0.0,8.8
0,2025,5,13,Morning,24.0,57.15,4.11,40.0,1023.0,0.0,27.4
0,2025,5,13,Morning,25.0,57.39,2.11,60.0,1023.0,0.0,27.4
0,2025,5,13,Morning,27.0,50.99,2.11,50.0,1022.0,0.0,50.0
0,2025,5,13,Tarde,28.0,45.1,2.11,10.0,1021.0,0.0,50.0
0,2025,5,13,Tarde,29.0,45.37,2.11,160.0,1020.0,0.0,50.0
0,2025,5,13,Tarde,29.0,48.35,3.11,180.0,1019.0,0.0,50.0
0,2025,5,13,Tarde,29.0,45.37,5.11,200.0,1018.0,0.0,89.0
0,2025,5,13,Tarde,27.0,57.87,5.11,180.0,1018.0,0.0,89.0
1,2025,5,13,Tarde,26.0,61.39,6.19,170.0,1018.0,0.1,89.0
0,2025,5,13,Noche,22.0,83.11,6.19,300.0,1018.5,0.0,100.0
1,2025,5,13,Noche,19.0,100.0,5.11,180.0,1020.0,0.0,89.0
1,2025,5,13,Noche,29.0,51.49,4.11,180.0,1021.0,0.0,88.0
1,2025,5,13,Noche,19.0,93.93,0.0,0.0,1021.0,0.0,89.0
0,2025,5,13,Noche,19.0,88.19,0.0,0.0,1022.0,0.0,89.0
0,2025,5,13,Noche,19.0,88.19,0.0,0.0,1022.0,0.0,89.0
0,2025,5,14,Madrugada,19.0,93.93,0.0,0.0,1022.0,0.0,89.0
0,2025,5,14,Madrugada,18.0,93.88,0.0,0.0,1022.0,0.0,89.0
0,2025,5,14,Madrugada,19.0,93.93,0.0,0.0,1021.0,0.0,89.0
0,2025,5,14,Madrugada,19.0,88.19,2.11,20.0,1020.0,0.0,50.0
0,2025,5,14,Madrugada,19.0,93.93,2.11,350.0,1019.0,0.0,50.0
0,2025,5,14,Madrugada,19.0,93.93,0.0,0.0,1019.0,0.0,50.0
0,2025,5,14,Morning,19.0,93.93,3.11,40.0,1019.0,0.0,89.0
0,2025,5,14,Morning,18.0,93.88,2.11,180.0,1021.0,0.0,89.0
0,2025,5,14,Morning,19.0,88.19,2.11,180.0,1021.0,0.0,89.0
0,2025,5,14,Morning,21.0,82.99,2.11,100.0,1021.0,0.0,89.0
0,2025,5,14,Morning,23.0,68.97,5.11,150.0,1022.0,0.0,89.0
1,2025,5,14,Morning,25.0,61.16,5.11,150.0,1021.0,0.1,50.0
0,2025,5,14,Tarde,25.0,65.15,5.11,140.0,1021.0,0.0,50.0
0,2025,5,14,Tarde,26.0,57.63,5.11,130.0,1020.0,0.0,50.0
0,2025,5,14,Tarde,25.0,65.15,6.19,140.0,1019.0,0.0,50.0
0,2025,5,14,Tarde,23.0,78.21,7.19,130.0,1019.0,0.0,50.0
1,2025,5,14,Tarde,22.0,88.44,6.19,140.0,1018.0,0.1,50.0
1,2025,5,14,Tarde,21.0,88.35,5.11,150.0,1018.0,0.2,50.0
1,2025,5,14,Noche,21.0,88.35,5.11,140.0,1019.0,0.1,50.0
0,2025,5,14,Noche,20.0,88.27,2.11,140.0,1020.0,0.0,89.0
0,2025,5,14,Noche,20.0,88.27,2.11,150.0,1020.0,0.0,89.0
0,2025,5,14,Noche,20.0,88.27,3.11,140.0,1020.0,0.0,89.0
0,2025,5,14,Noche,20.0,88.27,2.11,140.0,1021.0,0.0,89.0
0,2025,5,14,Noche,19.0,93.93,2.11,200.0,1021.0,0.0,27.4
0,2025,5,15,Madrugada,19.0,88.19,0.0,0.0,1021.0,0.0,27.4
0,2025,5,15,Madrugada,19.0,93.93,0.0,0.0,1020.0,0.0,0.0
0,2025,5,15,Madrugada,18.0,100.0,0.0,0.0,1020.0,0.0,50.0
1,2025,5,15,Madrugada,18.0,93.88,0.0,0.0,1020.0,0.0,89.0
0,2025,5,15,Madrugada,18.0,93.88,0.0,0.0,1020.0,0.0,27.4
0,2025,5,15,Madrugada,18.0,93.88,0.0,0.0,1020.0,0.0,27.4
0,2025,5,15,Morning,18.0,93.88,0.0,0.0,1020.0,0.0,89.0
0,2025,5,15,Morning,18.0,100.0,0.0,0.0,1021.0,0.0,89.0
0,2025,5,15,Morning,20.0,88.27,3.11,180.0,1021.0,0.0,89.0
0,2025,5,15,Morning,22.0,78.06,5.11,180.0,1021.0,0.0,89.0
1,2025,5,15,Morning,24.0,69.16,4.11,180.0,1021.0,0.1,50.0
1,2025,5,15,Morning,25.0,57.39,4.11,160.0,1021.0,0.1,50.0
0,2025,5,15,Tarde,27.0,54.33,5.11,150.0,1020.0,0.0,50.0
0,2025,5,15,Tarde,27.0,57.87,6.19,200.0,1020.0,0.0,27.4
0,2025,5,15,Tarde,26.0,61.39,6.19,180.0,1019.0,0.0,50.0
0,2025,5,15,Tarde,24.0,78.35,4.11,180.0,1019.0,0.0,89.0
0,2025,5,15,Tarde,23.0,83.22,4.11,180.0,1018.0,0.0,50.0
0,2025,5,15,Tarde,24.0,73.63,5.11,210.0,1018.0,0.0,50.0
0,2025,5,15,Noche,22.0,83.11,5.11,180.0,1019.0,0.0,50.0
0,2025,5,15,Noche,21.0,88.35,4.11,180.0,1019.0,0.0,89.0
0,2025,5,15,Noche,20.0,93.97,4.11,180.0,1020.0,0.0,100.0
0,2025,5,15,Noche,20.0,93.97,4.11,180.0,1021.0,0.0,89.0
0,2025,5,15,Noche,20.0,93.97,4.11,180.0,1022.0,0.0,89.0
0,2025,5,15,Noche,20.0,88.27,2.11,200.0,1022.0,0.0,50.0
0,2025,5,16,Madrugada,19.0,100.0,2.11,200.0,1022.0,0.0,89.0
0,2025,5,16,Madrugada,20.0,88.27,2.11,180.0,1021.0,0.0,89.0
0,2025,5,16,Madrugada,19.0,93.93,0.0,0.0,1021.0,0.0,89.0
0,2025,5,16,Madrugada,19.0,93.93,2.11,180.0,1021.0,0.0,89.0
0,2025,5,16,Madrugada,19.0,93.93,2.11,180.0,1020.0,0.0,89.0
0,2025,5,16,Madrugada,19.0,93.93,1.5,224.9,1021.0,0.0,89.0
0,2025,5,16,Morning,19.0,93.93,0.0,0.0,1021.0,0.0,89.0
0,2025,5,16,Morning,19.0,93.93,2.11,180.0,1022.0,0.0,89.0
0,2025,5,16,Morning,21.0,82.99,3.11,150.0,1022.0,0.0,50.0
0,2025,5,16,Morning,23.0,68.97,3.11,120.0,1022.0,0.0,50.0
0,2025,5,16,Morning,24.0,60.93,4.11,180.0,1022.0,0.0,50.0
0,2025,5,16,Morning,24.0,64.93,3.11,150.0,1022.0,0.0,89.0
0,2025,5,16,Tarde,25.0,61.16,3.11,120.0,1021.0,0.0,89.0
0,2025,5,16,Tarde,26.0,61.38,6.19,140.0,1020.0,0.0,25.0
0,2025,5,16,Tarde,26.0,57.63,5.11,150.0,1019.0,0.0,50.0
