year,mes,dia,franja_horaria,temperatura,humedad,viento_vel_m_s,viento_dir,presion,precipitacion,nubosidad
2025,5,14,Noche,20.0,88.27,3.11,140.0,1020.0,0.3,88.0
2025,5,14,Noche,20.0,88.27,2.11,140.0,1021.0,0.0,88.0
2025,5,14,Noche,19.0,93.93,2.11,200.0,1021.0,0.2,25.0
2025,5,15,Madrugada,19.0,88.18,0.0,0.0,1021.0,0.4,25.0
2025,5,15,Madrugada,19.0,93.93,0.0,0.0,1020.0,0.0,0.0
2025,5,15,Madrugada,18.0,100.0,0.0,0.0,1020.0,0.6,50.0
2025,5,15,Madrugada,18.0,93.88,0.0,0.0,1020.0,0.5,88.0
2025,5,15,Madrugada,18.0,93.88,0.0,0.0,1020.0,0.3,25.0
2025,5,15,Madrugada,18.0,93.88,0.0,0.0,1020.0,0.1,25.0
2025,5,15,Morning,18.0,93.88,0.0,0.0,1020.0,0.0,88.0
2025,5,15,Morning,18.0,100.0,0.0,0.0,1021.0,0.0,88.0
2025,5,15,Morning,20.0,88.27,3.11,180.0,1021.0,0.0,88.0
2025,5,15,Morning,22.0,78.06,5.11,180.0,1021.0,0.0,88.0
2025,5,15,Morning,24.0,69.15,4.11,180.0,1021.0,0.0,50.0
2025,5,15,Morning,25.0,57.38,4.11,160.0,1021.0,0.0,50.0
2025,5,15,Tarde,28.2,43.71,2.31,101.7,1012.0,0.0,100.0
2025,5,15,Tarde,28.9,39.85,2.39,104.9,1011.0,0.0,100.0
2025,5,15,Tarde,29.1,37.89,2.5,105.9,1010.0,0.1,100.0
2025,5,15,Tarde,28.8,38.55,2.81,109.3,1009.0,0.0,100.0
2025,5,15,Tarde,27.5,44.09,2.69,124.3,1009.0,0.1,100.0
2025,5,15,Tarde,25.3,53.55,2.11,165.5,1010.0,0.4,100.0
2025,5,15,Noche,23.0,66.8,2.11,193.6,1011.0,0.2,100.0
2025,5,15,Noche,21.6,75.57,2.11,203.3,1012.0,0.2,100.0
2025,5,15,Noche,21.6,76.05,1.69,199.5,1012.0,0.0,100.0
2025,5,15,Noche,20.9,78.89,1.61,193.4,1013.0,0.0,100.0
2025,5,15,Noche,20.2,82.37,1.81,191.0,1014.0,0.0,100.0
2025,5,15,Noche,20.0,82.87,1.69,199.3,1015.0,0.0,100.0
